account_id,customer_id,account_type,open_date,current_balance,currency
ACC0005845,CUST001178,Savings,10/11/2023,14335.0,USD
ACC0005846,CUST001178,Checking,10/11/2023,2908.1,USD
ACC0005847,CUST002677,Checking,2017/02/13,2209.12,USD
ACC0005848,CUST001948,Savings,2020-08-04,9165.76,USD
ACC0005849,CUST001948,Credit Card,2020-08-04,-3376.53,USD
ACC0005850,CUST002502,Loan,2016-03-13,-16714.76,USD
ACC0005851,CUST001474,Loan,30-Oct-2017,-7762.2,USD
ACC0005852,CUST001474,Credit Card,30-Oct-2017,-4753.37,USD
ACC0005853,CUST003574,Credit Card,2018/05/28,-1115.76,USD
ACC0005854,CUST003611,Credit Card,2024-09-12,"USD -5,127.93",USD
ACC0005855,CUST001027,Credit Card,2022/03/27,-5756.51,USD
ACC0005856,CUST002990,Credit Card,2015-10-23,"USD -3,595.21",USD
ACC0005857,CUST002990,Savings,2015-10-23,16626.91,USD
ACC0005858,CUST000962,Savings,2017-10-07,29406.02,USD
ACC0005859,CUST002890,Savings,2018/09/28,547.84,USD
ACC0005860,CUST003022,Loan,30-Sep-2016,N/A,USD
ACC0005861,CUST003022,Credit Card,30-Sep-2016,-66.15,USD
ACC0005862,CUST003016,Checking,12/07/2016,2 408.29,USD
ACC0005863,CUST003016,Loan,12/07/2016,-18 834.11,USD
ACC0005864,CUST004483,Loan,2016-03-11,"USD -17,498.10",USD
ACC0005865,CUST004483,Savings,2016-03-11,4041.59,USD
ACC0005866,CUST002150,Checking,15-Feb-2018,"USD 2,924.61",USD
ACC0005867,CUST003411,Checking,21-Apr-2022,N/A,USD
ACC0005868,CUST003411,Loan,21-Apr-2022,N/A,USD
ACC0005869,CUST003411,Credit Card,21-Apr-2022,-3037.23,USD
ACC0005870,CUST002339,Savings,2016-09-14,17413.45,USD
ACC0005871,CUST003987,Savings,2022/09/08,39165.07,USD
ACC0005872,CUST000305,Credit Card,2023/02/27,-2411.92,USD
ACC0005873,CUST001441,Loan,2016-06-18,-37545.44,USD
ACC0005874,CUST001441,Checking,2016-06-18,2377.71,USD
ACC0005875,CUST001497,Savings,20/02/2015,7587.57,USD
ACC0005876,CUST002653,Checking,12/17/2023,3383.44,USD
ACC0005877,CUST002653,Loan,12/17/2023,-65797.11,USD
ACC0005878,CUST002876,Savings,12/10/2018,32832.22,USD
ACC0005879,CUST000917,Savings,07/23/2015,5742.07,USD
ACC0005880,CUST000917,Loan,07/23/2015,-53251.33,USD
ACC0005881,CUST000917,Credit Card,07/23/2015,-280.79,USD
ACC0005882,CUST004234,Credit Card,2022/12/25,-4104.13,USD
ACC0005883,CUST004234,Loan,2022/12/25,"USD -20,566.41",USD
ACC0005884,CUST004234,Checking,2022/12/25,USD 751.82,USD
ACC0005885,CUST003816,Checking,2016/01/18,2054.93,USD
ACC0005886,CUST003816,Loan,2016/01/18,-6393.67,USD
ACC0005887,CUST003816,Savings,2016/01/18,"USD 31,098.43",USD
ACC0005888,CUST002773,Checking,2015/11/11,USD 4.40,USD
ACC0005889,CUST002773,Savings,2015/11/11,4688.87,USD
ACC0005890,CUST001625,Loan,2021/02/13,-18559.3,USD
ACC0005891,CUST001625,Credit Card,2021/02/13,-658.85,USD
ACC0005892,CUST001625,Savings,2021/02/13,5420.48,USD
ACC0005893,CUST003933,Loan,01/13/2022,-4707.72,USD
ACC0005894,CUST003933,Credit Card,01/13/2022,-61.26,USD
ACC0005895,CUST000822,Savings,14/06/2019,44312.32,USD
ACC0005896,CUST003387,Credit Card,03/15/2017,-2944.53,USD
ACC0005897,CUST001355,Checking,28-Mar-2021,1333.43,USD
ACC0005898,CUST004553,Loan,11/06/2017,-65359.15,USD
ACC0005899,CUST004553,Checking,11/06/2017,3592.26,USD
ACC0005900,CUST004553,Savings,11/06/2017,"USD 48,484.95",USD
ACC0005901,CUST004553,Credit Card,11/06/2017,-2492.26,USD
ACC0005902,CUST000851,Savings,03/17/2016,"USD 21,373.73",USD
ACC0005903,CUST000851,Credit Card,03/17/2016,"USD -3,735.53",USD
ACC0005904,CUST001001,Loan,08/10/2017,-36916.1,USD
ACC0005905,CUST003554,Credit Card,09/10/2016,-1163.02,USD
ACC0005906,CUST003554,Savings,09/10/2016,USD 558.76,USD
ACC0005907,CUST003554,Loan,09/10/2016,"USD -36,931.31",USD
ACC0005908,CUST000019,Checking,2017/10/13,2675.07,USD
ACC0005909,CUST001638,Loan,12-May-2018,-43 771.16,USD
ACC0005910,CUST001638,Savings,12-May-2018,"USD 17,366.67",USD
ACC0005911,CUST001668,Savings,14-Dec-2017,N/A,USD
ACC0005912,CUST000494,Credit Card,08-Sep-2017,"USD -2,891.74",USD
ACC0005913,CUST000494,Checking,08-Sep-2017,1054.36,USD
ACC0005914,CUST001348,Savings,2019-10-20,6481.83,USD
ACC0005915,CUST001348,Loan,2019-10-20,-17427.91,USD
ACC0005916,CUST001348,Credit Card,2019-10-20,-3187.89,USD
ACC0005917,CUST003019,Credit Card,05/28/2018,N/A,USD
ACC0005918,CUST003822,Checking,13/12/2022,2 050.06,USD
ACC0005919,CUST003822,Credit Card,13/12/2022,-596.67,USD
ACC0005920,CUST003822,Loan,13/12/2022,-58120.04,USD
ACC0005921,CUST003492,Credit Card,15/08/2024,-3840.93,USD
ACC0005922,CUST003709,Loan,2015-01-10,-38245.28,USD
ACC0005923,CUST003572,Loan,10-Jun-2021,-34943.99,USD
ACC0005924,CUST000688,Checking,01/02/2018,265.92,USD
ACC0005925,CUST003826,Checking,29-Aug-2022,3440.92,USD
ACC0005926,CUST001609,Loan,18-Aug-2022,-58 132.19,USD
ACC0005927,CUST001609,Credit Card,18-Aug-2022,-3100.63,USD
ACC0005928,CUST004142,Checking,2021-06-27,"USD 2,212.39",USD
ACC0005929,CUST004142,Loan,2021-06-27,-18536.28,USD
ACC0005930,CUST004142,Savings,2021-06-27,"USD 18,380.10",USD
ACC0005931,CUST004267,Checking,2017-05-21,2 544.48,USD
ACC0005932,CUST004267,Loan,2017-05-21,-50 541.32,USD
ACC0005933,CUST001010,Loan,03/09/2018,-27 783.21,USD
ACC0005934,CUST002409,Credit Card,03/19/2016,"USD -2,690.29",USD
ACC0005935,CUST002409,Savings,03/19/2016,21196.86,USD
ACC0005936,CUST001093,Savings,14-Jan-2015,"USD 17,344.13",USD
ACC0005937,CUST001093,Credit Card,14-Jan-2015,-4144.55,USD
ACC0005938,CUST001093,Checking,14-Jan-2015,9541.82,USD
ACC0005939,CUST001093,Loan,14-Jan-2015,-20745.15,USD
ACC0005940,CUST001328,Loan,2017-03-26,-58031.82,USD
ACC0005941,CUST001678,Checking,30/12/2016,3882.54,USD
ACC0005942,CUST002000,Checking,13/01/2022,1049.33,USD
ACC0005943,CUST001311,Savings,2016-10-24,33894.58,USD
ACC0005944,CUST001311,Loan,2016-10-24,-44959.34,USD
ACC0005945,CUST001311,Checking,2016-10-24,1891.54,USD
ACC0005946,CUST003136,Savings,2017/09/24,57737.12,USD
ACC0005947,CUST003136,Checking,2017/09/24,6596.18,USD
ACC0005948,CUST003136,Credit Card,2017/09/24,-4444.72,USD
ACC0005949,CUST003400,Credit Card,30/12/2019,USD -934.81,USD
ACC0005950,CUST003400,Checking,30/12/2019,794.88,USD
ACC0005951,CUST001988,Savings,2024-04-23,24701.44,USD
ACC0005952,CUST001988,Checking,2024-04-23,3249.05,USD
ACC0005953,CUST003743,Savings,26/10/2019,19387.67,USD
ACC0005954,CUST000345,Loan,28-Aug-2019,-13806.16,USD
ACC0005955,CUST000345,Checking,28-Aug-2019,3 512.91,USD
ACC0005956,CUST000345,Savings,28-Aug-2019,40086.75,USD
ACC0005957,CUST004238,Credit Card,23-Nov-2018,-1899.33,USD
ACC0005958,CUST004238,Loan,23-Nov-2018,-48 881.59,USD
ACC0005959,CUST000987,Savings,27/08/2015,32288.86,USD
ACC0005960,CUST000987,Checking,27/08/2015,4471.79,USD
ACC0005961,CUST003948,Savings,23-Mar-2022,-2798.62,USD
ACC0005962,CUST003902,Credit Card,07/09/2016,-2119.54,USD
ACC0005963,CUST003902,Checking,07/09/2016,1579.57,USD
ACC0005964,CUST003902,Savings,07/09/2016,8369.34,USD
ACC0005965,CUST004367,Checking,2021-09-13,681.28,USD
ACC0005966,CUST004367,Loan,2021-09-13,-38493.57,USD
ACC0005967,CUST004100,Loan,2022/04/29,-27707.97,USD
ACC0005968,CUST004100,Checking,2022/04/29,4 408.98,USD
ACC0005969,CUST004100,Credit Card,2022/04/29,-3928.63,USD
ACC0005970,CUST003339,Loan,2020-01-28,-37757.55,USD
ACC0005971,CUST004832,Checking,08/19/2019,3219.74,USD
ACC0005972,CUST004832,Credit Card,08/19/2019,-2859.33,USD
ACC0005973,CUST001143,Credit Card,2016/07/16,N/A,USD
ACC0005974,CUST002359,Checking,2016-05-25,"USD 1,514.43",USD
ACC0005975,CUST002359,Credit Card,2016-05-25,-685.53,USD
ACC0005976,CUST001199,Loan,2023/05/17,-30 980.40,USD
ACC0005977,CUST001199,Checking,2023/05/17,652.18,USD
ACC0005978,CUST000086,Checking,2024/06/22,1803.46,USD
ACC0005979,CUST000086,Credit Card,2024/06/22,-2238.45,USD
ACC0005980,CUST000086,Savings,2024/06/22,7913.82,USD
ACC0005981,CUST001519,Loan,09/29/2023,-20583.37,USD
ACC0005982,CUST001519,Credit Card,09/29/2023,-3615.28,USD
ACC0005983,CUST001519,Savings,09/29/2023,"USD 19,445.24",USD
ACC0005984,CUST000517,Savings,2022-01-10,"USD 8,583.51",USD
ACC0005985,CUST000517,Credit Card,2022-01-10,-323.37,USD
ACC0005986,CUST000517,Loan,2022-01-10,-811.88,USD
ACC0005987,CUST001382,Savings,06/22/2016,17753.41,USD
ACC0005988,CUST001382,Loan,06/22/2016,-29 285.82,USD
ACC0005989,CUST002717,Loan,2022-03-14,-9603.44,USD
ACC0005990,CUST003168,Credit Card,2018/08/20,-3620.25,USD
ACC0005991,CUST003168,Checking,2018/08/20,"USD 5,685.93",USD
ACC0005992,CUST003168,Savings,2018/08/20,85830.68,USD
ACC0005993,CUST001015,Credit Card,04-Jan-2020,-793.25,USD
ACC0005994,CUST001015,Checking,04-Jan-2020,2902.69,USD
ACC0005995,CUST001015,Loan,04-Jan-2020,-45608.63,USD
ACC0005996,CUST000129,Checking,10/19/2023,4032.27,USD
ACC0005997,CUST000129,Savings,10/19/2023,52825.66,USD
ACC0005998,CUST001365,Loan,2019-11-12,-59 546.21,USD
ACC0005999,CUST001365,Credit Card,2019-11-12,-912.95,USD
ACC0006000,CUST003718,Savings,13/05/2024,5618.84,USD
ACC0006001,CUST003718,Checking,13/05/2024,1508.49,USD
ACC0006002,CUST004077,Credit Card,2020-04-05,-1143.54,USD
ACC0006003,CUST003209,Credit Card,17/10/2018,-1105.55,USD
ACC0006004,CUST002794,Savings,2024/08/08,50320.45,USD
ACC0006005,CUST004261,Savings,26-Jan-2020,19757.77,USD
ACC0006006,CUST004261,Credit Card,26-Jan-2020,"USD -1,801.03",USD
ACC0006007,CUST001360,Checking,10/27/2019,1113.86,USD
ACC0006008,CUST000308,Checking,2022/12/27,2107.08,USD
ACC0006009,CUST000308,Savings,2022/12/27,5962.67,USD
ACC0006010,CUST001662,Loan,05/30/2023,-32666.38,USD
ACC0006011,CUST002432,Checking,16-May-2015,1292.63,USD
ACC0006012,CUST004033,Credit Card,2021/06/03,-2073.09,USD
ACC0006013,CUST004033,Loan,2021/06/03,-1 520.99,USD
ACC0006014,CUST004033,Savings,2021/06/03,-3060.46,USD
ACC0006015,CUST001318,Credit Card,04/09/2020,N/A,USD
ACC0006016,CUST001318,Checking,04/09/2020,"USD 6,630.46",USD
ACC0006017,CUST004358,Credit Card,12-Dec-2020,-1755.57,USD
ACC0006018,CUST002475,Credit Card,2021-01-30,-1023.1,USD
ACC0006019,CUST002543,Checking,21-Nov-2023,7208.45,USD
ACC0006020,CUST001247,Credit Card,2022/12/28,-763.48,USD
ACC0006021,CUST004909,Checking,2015/04/24,2039.91,USD
ACC0006022,CUST004909,Savings,2015/04/24,29326.15,USD
ACC0006023,CUST004909,Credit Card,2015/04/24,-885.47,USD
ACC0006024,CUST001209,Savings,07-Jan-2020,7868.51,USD
ACC0006025,CUST000217,Savings,2018-07-28,"USD 49,169.98",USD
ACC0006026,CUST000217,Checking,2018-07-28,7497.97,USD
ACC0006027,CUST000217,Loan,2018-07-28,-437.04,USD
ACC0006028,CUST004347,Savings,2021-07-13,4292.63,USD
ACC0006029,CUST004347,Checking,2021-07-13,1257.47,USD
ACC0006030,CUST003146,Credit Card,2023-09-25,-3 432.02,USD
ACC0006031,CUST003146,Savings,2023-09-25,16287.49,USD
ACC0006032,CUST001240,Savings,2024/07/30,"USD 86,676.19",USD
ACC0006033,CUST002290,Savings,12-Aug-2017,11951.72,USD
ACC0006034,CUST002741,Loan,2024-03-15,-28446.59,USD
ACC0006035,CUST000276,Savings,2015/09/15,18696.97,USD
ACC0006036,CUST000276,Checking,2015/09/15,"USD 2,363.44",USD
ACC0006037,CUST000490,Loan,24/02/2018,-41308.55,USD
ACC0006038,CUST000490,Savings,24/02/2018,"USD 26,997.69",USD
ACC0006039,CUST001036,Checking,24-Jul-2020,4724.46,USD
ACC0006040,CUST001036,Loan,24-Jul-2020,-40488.76,USD
ACC0006041,CUST001230,Credit Card,03/31/2024,-4697.94,USD
ACC0006042,CUST001230,Loan,03/31/2024,-9844.06,USD
ACC0006043,CUST004641,Credit Card,07/05/2018,-2435.28,USD
ACC0006044,CUST001009,Savings,09/21/2020,29546.23,USD
ACC0006045,CUST004765,Checking,28-Mar-2018,3351.65,USD
ACC0006046,CUST004765,Savings,28-Mar-2018,17835.68,USD
ACC0006047,CUST003207,Credit Card,22/04/2020,-1535.48,USD
ACC0006048,CUST004619,Savings,25/01/2021,-1383.31,USD
ACC0006049,CUST004619,Loan,25/01/2021,"USD -24,260.14",USD
ACC0006050,CUST002533,Loan,2020-04-19,-1546.23,USD
ACC0006051,CUST004221,Savings,2023/11/06,35863.88,USD
ACC0006052,CUST004221,Checking,2023/11/06,"USD 1,848.16",USD
ACC0006053,CUST004221,Credit Card,2023/11/06,-2163.24,USD
ACC0006054,CUST001059,Loan,2017-06-20,-56275.97,USD
ACC0006055,CUST001059,Savings,2017-06-20,"USD 12,636.74",USD
ACC0006056,CUST001059,Credit Card,2017-06-20,-3163.97,USD
ACC0006057,CUST002167,Loan,2015-11-26,-22779.74,USD
ACC0006058,CUST004150,Checking,11/24/2020,2923.02,USD
ACC0006059,CUST004150,Credit Card,11/24/2020,-630.3,USD
ACC0006060,CUST000282,Credit Card,02/03/2016,-1503.51,USD
ACC0006061,CUST000282,Savings,02/03/2016,20779.22,USD
ACC0006062,CUST003658,Loan,12/10/2015,-50960.4,USD
ACC0006063,CUST003658,Checking,12/10/2015,3916.83,USD
ACC0006064,CUST003658,Savings,12/10/2015,6448.56,USD
ACC0006065,CUST001317,Checking,12/12/2014,735.72,USD
ACC0006066,CUST001317,Loan,12/12/2014,-38379.1,USD
ACC0006067,CUST000969,Savings,31-Mar-2016,30950.09,USD
ACC0006068,CUST003211,Loan,30/07/2023,"USD -23,197.03",USD
ACC0006069,CUST004224,Credit Card,21-Nov-2017,-1989.82,USD
ACC0006070,CUST004224,Loan,21-Nov-2017,-31 363.96,USD
ACC0006071,CUST004662,Credit Card,04-Mar-2019,"USD -3,935.06",USD
ACC0006072,CUST004662,Savings,04-Mar-2019,15110.34,USD
ACC0006073,CUST003610,Checking,2017/11/19,3315.4,USD
ACC0006074,CUST003610,Savings,2017/11/19,23228.47,USD
ACC0006075,CUST000620,Checking,18/08/2023,4010.26,USD
ACC0006076,CUST000620,Loan,18/08/2023,-2984.82,USD
ACC0006077,CUST000620,Savings,18/08/2023,31831.94,USD
ACC0006078,CUST000620,Credit Card,18/08/2023,-3 097.96,USD
ACC0006079,CUST003321,Loan,26-Jan-2017,-34081.15,USD
ACC0006080,CUST001743,Loan,2018-12-14,-48149.56,USD
ACC0006081,CUST001743,Checking,2018-12-14,2904.82,USD
ACC0006082,CUST001743,Credit Card,2018-12-14,-604.78,USD
ACC0006083,CUST001743,Savings,2018-12-14,1376.48,USD
ACC0006084,CUST001391,Loan,03/20/2020,"USD -47,765.11",USD
ACC0006085,CUST004127,Credit Card,2021/01/08,"USD -3,087.71",USD
ACC0006086,CUST001848,Savings,2024/08/31,21609.49,USD
ACC0006087,CUST001848,Checking,2024/08/31,841.63,USD
ACC0006088,CUST001848,Loan,2024/08/31,-45323.55,USD
ACC0006089,CUST001580,Credit Card,08-Apr-2020,"USD -1,577.80",USD
ACC0006090,CUST001656,Credit Card,16-Mar-2018,USD -989.65,USD
ACC0006091,CUST001656,Checking,16-Mar-2018,3840.64,USD
ACC0006092,CUST002353,Loan,2020/06/17,-47992.48,USD
ACC0006093,CUST002213,Savings,2016/08/29,46583.72,USD
ACC0006094,CUST002213,Loan,2016/08/29,-29389.29,USD
ACC0006095,CUST002021,Checking,2017-05-22,4442.44,USD
ACC0006096,CUST002021,Credit Card,2017-05-22,"USD -2,653.96",USD
ACC0006097,CUST001957,Savings,2015/07/11,48087.64,USD
ACC0006098,CUST001957,Checking,2015/07/11,7669.45,USD
ACC0006099,CUST001308,Loan,15/06/2022,-3505.91,USD
ACC0006100,CUST002004,Credit Card,08/10/2017,-4515.98,USD
ACC0006101,CUST004511,Checking,18-Sep-2020,629.47,USD
ACC0006102,CUST004511,Loan,18-Sep-2020,-14 777.53,USD
ACC0006103,CUST000576,Checking,23/06/2023,5067.6,USD
ACC0006104,CUST002361,Savings,2021-09-13,4409.85,USD
ACC0006105,CUST004255,Checking,21/12/2015,3391.71,USD
ACC0006106,CUST004255,Savings,21/12/2015,19219.72,USD
ACC0006107,CUST004579,Checking,28/05/2023,4 219.45,USD
ACC0006108,CUST001707,Loan,06-Sep-2018,-27628.76,USD
ACC0006109,CUST003837,Loan,25-Jan-2020,-9026.36,USD
ACC0006110,CUST003837,Savings,25-Jan-2020,1786.1,USD
ACC0006111,CUST003561,Loan,07/15/2022,-33608.62,USD
ACC0006112,CUST003561,Credit Card,07/15/2022,-1444.4,USD
ACC0006113,CUST001281,Savings,05/31/2023,53874.83,USD
ACC0006114,CUST001281,Loan,05/31/2023,N/A,USD
ACC0006115,CUST000862,Savings,2021-04-14,9334.83,USD
ACC0006116,CUST000862,Loan,2021-04-14,"USD -2,443.28",USD
ACC0006117,CUST004197,Credit Card,2017/02/20,-1268.17,USD
ACC0006118,CUST001802,Checking,05/05/2020,2432.17,USD
ACC0006119,CUST001802,Savings,05/05/2020,7143.81,USD
ACC0006120,CUST001802,Credit Card,05/05/2020,-1276.65,USD
ACC0006121,CUST001629,Savings,12-Mar-2020,56803.76,USD
ACC0006122,CUST001994,Loan,2024/11/27,-43325.07,USD
ACC0006123,CUST002640,Checking,2021/12/14,"USD 2,038.89",USD
ACC0006124,CUST002640,Savings,2021/12/14,287.96,USD
ACC0006125,CUST000270,Savings,16-Jun-2024,"USD 22,382.35",USD
ACC0006126,CUST000270,Credit Card,16-Jun-2024,-2110.54,USD
ACC0006127,CUST000270,Checking,16-Jun-2024,1605.96,USD
ACC0006128,CUST000270,Loan,16-Jun-2024,-15256.04,USD
ACC0006129,CUST000630,Checking,30-Mar-2022,3347.79,USD
ACC0006130,CUST000630,Savings,30-Mar-2022,38 157.60,USD
ACC0006131,CUST000630,Loan,30-Mar-2022,-24047.37,USD
ACC0006132,CUST003082,Credit Card,09/16/2021,-2 754.91,USD
ACC0006133,CUST002335,Checking,07-Apr-2017,1093.06,USD
ACC0006134,CUST002335,Loan,07-Apr-2017,-1329.94,USD
ACC0006135,CUST002335,Savings,07-Apr-2017,17476.34,USD
ACC0006136,CUST002967,Checking,2023/02/16,3182.94,USD
ACC0006137,CUST002967,Loan,2023/02/16,-55312.01,USD
ACC0006138,CUST000301,Savings,2021/08/10,15840.75,USD
ACC0006139,CUST000460,Savings,2018-06-29,18121.47,USD
ACC0006140,CUST000460,Loan,2018-06-29,-73003.94,USD
ACC0006141,CUST001448,Checking,2024-06-23,1644.92,USD
ACC0006142,CUST001448,Credit Card,2024-06-23,N/A,USD
ACC0006143,CUST001473,Checking,28-Mar-2020,1983.98,USD
ACC0006144,CUST002047,Loan,04/06/2016,-25007.57,USD
ACC0006145,CUST002047,Savings,04/06/2016,32324.49,USD
ACC0006146,CUST002047,Checking,04/06/2016,3 217.01,USD
ACC0006147,CUST004281,Checking,05-Dec-2018,1942.74,USD
ACC0006148,CUST003859,Credit Card,07/10/2020,-3467.95,USD
ACC0006149,CUST003859,Loan,07/10/2020,-3067.25,USD
ACC0006150,CUST003859,Checking,07/10/2020,957.55,USD
ACC0006151,CUST002114,Credit Card,17/04/2022,-1107.46,USD
ACC0006152,CUST000028,Loan,2021/08/29,"USD -18,456.38",USD
ACC0006153,CUST000028,Credit Card,2021/08/29,-258.01,USD
ACC0006154,CUST003935,Savings,2024-02-04,"USD 53,480.20",USD
ACC0006155,CUST003935,Credit Card,2024-02-04,-4364.93,USD
ACC0006156,CUST004578,Savings,17-Dec-2023,26551.59,USD
ACC0006157,CUST000838,Checking,17/05/2020,4 741.11,USD
ACC0006158,CUST000838,Savings,17/05/2020,16283.65,USD
ACC0006159,CUST000838,Loan,17/05/2020,"USD -50,469.11",USD
ACC0006160,CUST003922,Loan,11-Mar-2019,-12878.77,USD
ACC0006161,CUST003454,Checking,08/07/2021,"USD 1,321.86",USD
ACC0006162,CUST002009,Savings,2016-07-22,27591.94,USD
ACC0006163,CUST002009,Loan,2016-07-22,-43889.63,USD
ACC0006164,CUST004968,Loan,2020-11-21,-24488.07,USD
ACC0006165,CUST000504,Savings,11/01/2017,31372.63,USD
ACC0006166,CUST003293,Checking,2024-05-25,-679.15,USD
ACC0006167,CUST004359,Loan,13/08/2022,-7919.95,USD
ACC0006168,CUST004359,Savings,13/08/2022,19806.19,USD
ACC0006169,CUST004359,Credit Card,13/08/2022,"USD -1,539.99",USD
ACC0006170,CUST004359,Checking,13/08/2022,143.76,USD
ACC0006171,CUST000381,Loan,2016/12/08,-43638.48,USD
ACC0006172,CUST000381,Savings,2016/12/08,17848.45,USD
ACC0006173,CUST001852,Savings,2023/07/12,8206.72,USD
ACC0006174,CUST001852,Checking,2023/07/12,3310.16,USD
ACC0006175,CUST001526,Checking,12-Jun-2016,2693.57,USD
ACC0006176,CUST001526,Savings,12-Jun-2016,"USD -3,386.06",USD
ACC0006177,CUST001526,Loan,12-Jun-2016,-52619.84,USD
ACC0006178,CUST002366,Credit Card,11/05/2023,-3949.81,USD
ACC0006179,CUST003679,Credit Card,07/04/2017,-1.63,USD
ACC0006180,CUST003679,Loan,07/04/2017,"USD -2,034.86",USD
ACC0006181,CUST003053,Credit Card,21/01/2017,-1124.18,USD
ACC0006182,CUST003053,Checking,21/01/2017,2646.1,USD
ACC0006183,CUST002885,Loan,2022-03-26,-44499.32,USD
ACC0006184,CUST002885,Savings,2022-03-26,14476.37,USD
ACC0006185,CUST002341,Checking,2015/07/23,"USD 1,107.33",USD
ACC0006186,CUST000375,Loan,2024/07/09,-50 344.61,USD
ACC0006187,CUST000375,Savings,2024/07/09,18632.83,USD
ACC0006188,CUST003347,Loan,09/09/2024,-10762.32,USD
ACC0006189,CUST003347,Savings,09/09/2024,3683.74,USD
ACC0006190,CUST003347,Checking,09/09/2024,669.41,USD
ACC0006191,CUST002382,Checking,23-Feb-2021,449.08,USD
ACC0006192,CUST002382,Loan,23-Feb-2021,-21570.28,USD
ACC0006193,CUST004437,Checking,2021/09/10,"USD 2,114.94",USD
ACC0006194,CUST004437,Loan,2021/09/10,-26149.71,USD
ACC0006195,CUST004437,Savings,2021/09/10,9 229.22,USD
ACC0006196,CUST000940,Checking,08/09/2019,2332.43,USD
ACC0006197,CUST000940,Loan,08/09/2019,-29467.69,USD
ACC0006198,CUST003947,Savings,2016-12-25,25102.71,USD
ACC0006199,CUST003947,Loan,2016-12-25,-6154.4,USD
ACC0006200,CUST004217,Credit Card,16/03/2021,-3436.23,USD
ACC0006201,CUST004217,Loan,16/03/2021,-34 098.63,USD
ACC0006202,CUST004217,Checking,16/03/2021,1012.1,USD
ACC0006203,CUST002800,Checking,2022-03-09,5506.42,USD
ACC0006204,CUST002800,Credit Card,2022-03-09,-4490.62,USD
ACC0006205,CUST002148,Loan,25/06/2023,-16011.92,USD
ACC0006206,CUST002148,Checking,25/06/2023,3160.48,USD
ACC0006207,CUST003913,Loan,05/10/2022,-35073.85,USD
ACC0006208,CUST004596,Credit Card,07-Dec-2018,-1752.26,USD
ACC0006209,CUST004533,Loan,10/06/2018,-33152.65,USD
ACC0006210,CUST004533,Credit Card,10/06/2018,USD -982.00,USD
ACC0006211,CUST004533,Savings,10/06/2018,17079.6,USD
ACC0006212,CUST002069,Checking,2016/06/03,3083.76,USD
ACC0006213,CUST000530,Loan,2020/10/25,N/A,USD
ACC0006214,CUST003825,Savings,10/05/2020,38923.89,USD
ACC0006215,CUST003825,Checking,10/05/2020,1376.08,USD
ACC0006216,CUST003825,Loan,10/05/2020,"USD -32,633.30",USD
ACC0006217,CUST000637,Loan,11/04/2018,-18711.99,USD
ACC0006218,CUST001270,Checking,16-Oct-2020,1 835.67,USD
ACC0006219,CUST000186,Credit Card,11/24/2023,-1524.84,USD
ACC0006220,CUST004639,Credit Card,2019/07/20,-2490.86,USD
ACC0006221,CUST004639,Loan,2019/07/20,"USD -33,289.41",USD
ACC0006222,CUST003265,Loan,07/04/2015,-59180.32,USD
ACC0006223,CUST003265,Savings,07/04/2015,36549.62,USD
ACC0006224,CUST003543,Checking,13/09/2017,215.62,USD
ACC0006225,CUST003543,Credit Card,13/09/2017,-3856.0,USD
ACC0006226,CUST003543,Loan,13/09/2017,-40292.19,USD
ACC0006227,CUST003543,Savings,13/09/2017,-778.22,USD
ACC0006228,CUST001798,Credit Card,17-Mar-2023,"USD -1,429.37",USD
ACC0006229,CUST001798,Loan,17-Mar-2023,-25 391.12,USD
ACC0006230,CUST002980,Savings,2016-10-21,32756.42,USD
ACC0006231,CUST002980,Credit Card,2016-10-21,N/A,USD
ACC0006232,CUST001442,Loan,2016-04-28,-28408.95,USD
ACC0006233,CUST001442,Checking,2016-04-28,1 237.24,USD
ACC0006234,CUST003516,Loan,2018/10/22,"USD -10,755.55",USD
ACC0006235,CUST004935,Loan,15-Oct-2019,"USD -15,669.07",USD
ACC0006236,CUST004935,Savings,15-Oct-2019,"USD 7,259.84",USD
ACC0006237,CUST004935,Credit Card,15-Oct-2019,-1242.3,USD
ACC0006238,CUST001536,Savings,15-Aug-2019,-14 094.18,USD
ACC0006239,CUST004305,Savings,2017-03-11,524.84,USD
ACC0006240,CUST004305,Credit Card,2017-03-11,-5320.9,USD
ACC0006241,CUST003189,Checking,11/08/2024,"USD 15,762.17",USD
ACC0006242,CUST001274,Credit Card,11/10/2018,-1442.84,USD
ACC0006243,CUST001274,Savings,11/10/2018,59628.64,USD
ACC0006244,CUST001274,Loan,11/10/2018,-42185.78,USD
ACC0006245,CUST002468,Savings,22/03/2016,14294.73,USD
ACC0006246,CUST000608,Credit Card,2017/08/23,-1111.22,USD
ACC0006247,CUST000608,Checking,2017/08/23,4 795.49,USD
ACC0006248,CUST003476,Loan,05/06/2018,-854.91,USD
ACC0006249,CUST001713,Loan,05/11/2020,-45385.15,USD
ACC0006250,CUST001713,Savings,05/11/2020,13598.31,USD
ACC0006251,CUST001713,Credit Card,05/11/2020,"USD -2,780.64",USD
ACC0006252,CUST002200,Loan,17/11/2015,-34157.5,USD
ACC0006253,CUST002200,Credit Card,17/11/2015,-5019.93,USD
ACC0006254,CUST002200,Savings,17/11/2015,9593.25,USD
ACC0006255,CUST002200,Checking,17/11/2015,"USD 2,963.06",USD
